Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741134399,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134399,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,13.81%,"2.715GiB / 15.48GiB",17.54%,"9.52MB / 13.4MB","0B / 0B",1430
1741134399,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.70%,"119.5MiB / 15.48GiB",0.75%,"19MB / 21.7MB","0B / 0B",38
1741134399,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,93.72%,"81.98MiB / 1GiB",8.01%,"11.8MB / 8.29MB","0B / 0B",29
1741134399,469747e068cc,reverse-proxy-controller-1,469747e068cc,2.16%,"887.2MiB / 15.48GiB",5.60%,"5.56MB / 1.15MB","0B / 0B",249
1741134409,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134409,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,6.64%,"2.744GiB / 15.48GiB",17.73%,"9.91MB / 13.9MB","0B / 0B",1430
1741134409,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.67%,"119.5MiB / 15.48GiB",0.75%,"19.8MB / 22.6MB","0B / 0B",38
1741134409,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.63%,"79.71MiB / 1GiB",7.78%,"12.3MB / 8.63MB","0B / 0B",28
1741134409,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.10%,"887.9MiB / 15.48GiB",5.60%,"5.7MB / 1.18MB","0B / 0B",249
1741134421,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134421,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,8.21%,"2.765GiB / 15.48GiB",17.87%,"10.3MB / 14.5MB","0B / 0B",1430
1741134421,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.75%,"119.6MiB / 15.48GiB",0.75%,"20.6MB / 23.5MB","0B / 0B",38
1741134421,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,98.81%,"79.2MiB / 1GiB",7.73%,"12.8MB / 8.97MB","0B / 0B",28
1741134421,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.79%,"888.6MiB / 15.48GiB",5.61%,"5.85MB / 1.22MB","0B / 0B",249
1741134433,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134433,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,10.95%,"264.4MiB / 15.48GiB",1.67%,"10.6MB / 14.9MB","0B / 0B",46
1741134433,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,2.60%,"114.8MiB / 15.48GiB",0.72%,"21.2MB / 24.1MB","0B / 0B",38
1741134433,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,91.73%,"81.3MiB / 1GiB",7.94%,"13MB / 9.27MB","0B / 0B",27
1741134433,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.04%,"890.2MiB / 15.48GiB",5.62%,"6.05MB / 1.26MB","0B / 0B",247
